Event occurred at,Analyst,Quality score (sourcing),Quality score (writing),Action,Request,Request created at,Job,Wait time (min),Waiting for,Analysts available,Analysts occupied,Total jobs available,Review jobs available,Vetting jobs available,Planning jobs available,Editing jobs available,Sourcing jobs available,Writing jobs available
06/22/2017 6:20:10,2df8ce7d317c7d89dfa95be7695d2de0,0,0,Accepted Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,1,sourcing,0,10,5,1,1,0,0,0,3
06/22/2017 6:20:08,2df8ce7d317c7d89dfa95be7695d2de0,0,0,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,1,sourcing,1,10,6,1,1,0,0,1,3
06/22/2017 6:19:35,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,59485c262e71030033104e3c,06/19/2017 19:20:06,review,1,"review, vetting, editing, sourcing, writing",0,9,6,1,1,0,0,1,3
06/22/2017 6:19:33,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,59485c262e71030033104e3c,06/19/2017 19:20:06,review,1,"review, vetting, editing, sourcing, writing",1,9,7,2,1,0,0,1,3
06/22/2017 6:18:00,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,594ae6fb4f06e20035d92345,06/21/2017 17:36:59,review,1,review,0,10,5,2,1,0,0,0,2
06/22/2017 6:17:54,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594ae6fb4f06e20035d92345,06/21/2017 17:36:59,review,1,review,1,10,6,3,1,0,0,0,2
06/22/2017 6:13:40,766d3435eda76c4de9f034b8f97a0602,3.5,3.5,Accepted Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,,0,9,6,3,1,0,0,0,2
06/22/2017 6:13:34,766d3435eda76c4de9f034b8f97a0602,3.5,3.5,Assigned Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,"sourcing, writing",1,9,7,3,1,0,0,0,3
06/22/2017 6:05:44,caf77e4ba6154e998b352cc92c685f80,4.83,4.83,Assigned Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,"planning, editing, sourcing, writing",2,11,5,1,1,0,0,0,3
06/22/2017 6:03:29,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,source review,1,"review, vetting, editing, sourcing, writing",1,10,5,1,1,0,0,0,3
06/22/2017 6:03:24,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,source review,1,"review, vetting, editing, sourcing, writing",2,10,6,2,1,0,0,0,3
06/22/2017 6:01:43,632a6492e9ff20cc4a442245836424e5,4.17,4.17,Accepted Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,writing,1,writing,1,10,6,2,1,0,0,0,3
06/22/2017 6:01:39,632a6492e9ff20cc4a442245836424e5,4.17,4.17,Assigned Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,writing,1,writing,2,10,7,2,1,0,0,0,4
06/22/2017 5:53:46,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,writing,1,"review, vetting, editing, sourcing, writing",0,11,3,0,0,0,0,0,3
06/22/2017 5:53:43,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,writing,1,"review, vetting, editing, sourcing, writing",1,11,4,0,0,0,0,0,4
06/22/2017 5:52:15,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Accepted Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,review,1,review,0,12,3,0,0,0,0,0,3
06/22/2017 5:52:04,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Assigned Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,review,1,review,1,12,4,1,0,0,0,0,3
06/22/2017 5:46:13,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,review,1,"review, vetting, editing, sourcing, writing",0,13,4,1,0,0,0,0,3
06/22/2017 5:46:09,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,review,1,"review, vetting, editing, sourcing, writing",1,13,5,2,0,0,0,0,3
06/22/2017 5:43:14,642782c690c8d963c487300a4751e220,4.97,4.97,Declined Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,"vetting, editing",1,13,4,1,0,0,0,0,3
06/22/2017 5:42:42,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,"vetting, editing, sourcing, writing",1,13,4,1,0,0,0,0,3
06/22/2017 5:42:42,642782c690c8d963c487300a4751e220,4.97,4.97,Declined Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,"vetting, editing, sourcing, writing",1,13,4,1,0,0,0,0,3
06/22/2017 5:42:07,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,"vetting, editing, sourcing, writing",1,13,4,1,0,0,0,0,3
06/22/2017 5:40:37,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,review,1,"review, vetting, editing, sourcing, writing",0,13,3,0,0,0,0,0,3
06/22/2017 5:40:28,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,review,1,"review, vetting, editing, sourcing, writing",1,13,4,1,0,0,0,0,3
06/22/2017 5:40:28,642782c690c8d963c487300a4751e220,4.97,4.97,Declined Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,review,1,"review, vetting, editing, sourcing, writing",1,13,4,1,0,0,0,0,3
06/22/2017 5:39:55,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Accepted Job,594aa36664251c002831f51e,06/21/2017 12:48:38,review,1,review,2,12,4,1,0,0,0,0,3
06/22/2017 5:39:53,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,review,1,"review, vetting, editing, sourcing, writing",3,12,5,2,0,0,0,0,3
06/22/2017 5:39:53,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Assigned Job,594aa36664251c002831f51e,06/21/2017 12:48:38,review,1,review,3,12,5,2,0,0,0,0,3
06/22/2017 5:39:53,c9401f82fdedf3cd080a03bafe3447c7,0,0,Assigned Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,writing,3,12,5,2,0,0,0,0,3
06/22/2017 5:39:53,c9401f82fdedf3cd080a03bafe3447c7,0,0,Declined Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,writing,3,12,5,2,0,0,0,0,3
06/22/2017 5:39:18,c9401f82fdedf3cd080a03bafe3447c7,0,0,Assigned Job,594a8fd422b3c50028e71976,06/21/2017 11:25:08,writing,1,writing,1,12,5,2,0,0,0,0,3
06/22/2017 5:37:10,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Accepted Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,review,1,review,0,12,4,1,0,0,0,0,3
06/22/2017 5:37:07,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Assigned Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,review,1,review,1,12,5,2,0,0,0,0,3
06/22/2017 5:34:41,d6eaa4eeb52b4d62ec78299454763870,5,5,Accepted Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,sourcing,1,sourcing,0,14,3,0,0,0,0,0,3
06/22/2017 5:34:23,d6eaa4eeb52b4d62ec78299454763870,5,5,Assigned Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,sourcing,1,sourcing,1,14,4,0,0,0,0,1,3
06/22/2017 5:33:55,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Accepted Job,594ab554c864e200288e76ef,06/21/2017 14:05:08,review,27,review,1,13,4,0,0,0,0,1,3
06/22/2017 5:33:48,795930bc4ed320777ad76b46da2ed66d,4.8,4.8,Assigned Job,594ab554c864e200288e76ef,06/21/2017 14:05:08,review,27,review,1,13,5,1,0,0,0,1,3
06/22/2017 5:31:32,6c6bd5e891c4015e534773dfb19f29b0,5,5,Accepted Job,594b6c6a96165a002896b124,06/22/2017 3:06:18,sourcing,1,"vetting, planning, sourcing",1,14,3,0,0,0,0,0,3
06/22/2017 5:31:28,6c6bd5e891c4015e534773dfb19f29b0,5,5,Assigned Job,594b6c6a96165a002896b124,06/22/2017 3:06:18,sourcing,1,"vetting, planning, sourcing",2,14,4,0,0,0,0,1,3
06/22/2017 5:27:20,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,writing,1,"review, vetting, editing, sourcing, writing",1,14,3,0,0,0,0,0,3
06/22/2017 5:26:48,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,writing,1,"review, vetting, editing, sourcing, writing",2,14,4,0,0,0,0,0,4
06/22/2017 5:20:22,766d3435eda76c4de9f034b8f97a0602,3.5,3.5,Assigned Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,writing,1,"sourcing, writing",3,14,4,0,0,0,0,0,4
06/22/2017 5:15:43,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Accepted Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,writing,2,13,4,0,0,0,0,0,4
06/22/2017 5:15:41,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Assigned Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,writing,1,writing,3,13,5,0,0,0,0,0,5
06/22/2017 5:14:40,6c6bd5e891c4015e534773dfb19f29b0,5,5,Accepted Job,594b6c6a96165a002896b124,06/22/2017 3:06:18,planning,1,"vetting, planning, sourcing",2,12,5,0,0,0,0,0,5
06/22/2017 5:14:31,6c6bd5e891c4015e534773dfb19f29b0,5,5,Assigned Job,594b6c6a96165a002896b124,06/22/2017 3:06:18,planning,1,"vetting, planning, sourcing",3,12,6,0,0,1,0,0,5
06/22/2017 5:09:20,6c6bd5e891c4015e534773dfb19f29b0,5,5,Accepted Job,594b6c6a96165a002896b124,06/22/2017 3:06:18,vetting,1,"vetting, planning, sourcing",3,13,5,0,0,0,0,0,5
06/22/2017 5:09:16,6c6bd5e891c4015e534773dfb19f29b0,5,5,Assigned Job,594b6c6a96165a002896b124,06/22/2017 3:06:18,vetting,1,"vetting, planning, sourcing",4,13,6,0,1,0,0,0,5
06/22/2017 5:05:48,caf77e4ba6154e998b352cc92c685f80,4.83,4.83,Accepted Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,planning,1,"planning, editing, sourcing, writing",2,13,5,0,1,0,0,0,4
06/22/2017 5:05:46,caf77e4ba6154e998b352cc92c685f80,4.83,4.83,Assigned Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,planning,1,"planning, editing, sourcing, writing",3,13,7,0,1,1,0,1,4
06/22/2017 5:04:04,e817dd4305458b293cbeb3015da99565,4.55,4.55,Accepted Job,59485c262e71030033104e3c,06/19/2017 19:20:06,writing,1,"sourcing, writing",1,14,5,0,1,0,0,0,4
06/22/2017 5:04:00,e817dd4305458b293cbeb3015da99565,4.55,4.55,Assigned Job,59485c262e71030033104e3c,06/19/2017 19:20:06,writing,1,"sourcing, writing",2,14,6,0,1,0,0,0,5
06/22/2017 5:03:29,6c6bd5e891c4015e534773dfb19f29b0,5,5,Accepted Job,594b52f717d10a00289676dd,06/22/2017 1:17:43,review,1,"review, vetting, planning, sourcing",1,13,6,0,1,0,0,0,5
06/22/2017 5:03:25,6c6bd5e891c4015e534773dfb19f29b0,5,5,Assigned Job,594b52f717d10a00289676dd,06/22/2017 1:17:43,review,1,"review, vetting, planning, sourcing",2,13,7,1,1,0,0,0,5
06/22/2017 5:02:53,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,source review,1,review,1,13,6,1,1,0,0,0,4
06/22/2017 5:02:50,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,source review,1,review,1,13,7,2,1,0,0,0,4
06/22/2017 5:01:20,6c6bd5e891c4015e534773dfb19f29b0,5,5,Accepted Job,594b1abfa6992500289d6040,06/21/2017 21:17:51,source review,1,"review, vetting, planning, sourcing",0,14,6,1,1,0,0,0,4
06/22/2017 5:01:14,6c6bd5e891c4015e534773dfb19f29b0,5,5,Accepted Job,594b1abfa6992500289d6040,06/21/2017 21:17:51,source review,1,"review, vetting, planning, sourcing",0,14,6,1,1,0,0,0,4
06/22/2017 5:01:11,6c6bd5e891c4015e534773dfb19f29b0,5,5,Assigned Job,594b1abfa6992500289d6040,06/21/2017 21:17:51,source review,1,"review, vetting, planning, sourcing",1,14,7,2,1,0,0,0,4
06/22/2017 4:52:12,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,review,1,review,0,14,6,1,1,0,0,0,4
06/22/2017 4:52:09,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594b0303f3b9f600287eac2b,06/21/2017 19:36:35,review,1,review,1,14,7,2,1,0,0,0,4
06/22/2017 4:51:36,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Accepted Job,594b00e23f82d10028f03be2,06/21/2017 19:27:30,review,1,review,0,14,6,2,1,0,0,0,3
06/22/2017 4:51:34,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Assigned Job,594b00e23f82d10028f03be2,06/21/2017 19:27:30,review,1,review,1,14,7,3,1,0,0,0,3
06/22/2017 4:51:04,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,59485c262e71030033104e3c,06/19/2017 19:20:06,writing,1,"sourcing, writing",0,14,6,3,1,0,0,0,2
06/22/2017 4:50:59,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,59485c262e71030033104e3c,06/19/2017 19:20:06,writing,1,"sourcing, writing",1,14,7,3,1,0,0,0,3
06/22/2017 4:45:29,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,594b00e23f82d10028f03be2,06/21/2017 19:27:30,review,1,review,0,14,6,2,1,0,0,0,3
06/22/2017 4:45:27,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594b00e23f82d10028f03be2,06/21/2017 19:27:30,review,1,review,1,14,7,3,1,0,0,0,3
06/22/2017 4:40:07,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,594af3c6f3b9f600287eabe0,06/21/2017 18:31:34,review,1,,0,15,7,3,1,0,0,0,3
06/22/2017 4:40:03,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594af3c6f3b9f600287eabe0,06/21/2017 18:31:34,review,1,review,1,15,8,4,1,0,0,0,3
06/22/2017 4:36:51,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Accepted Job,594aead5ef88150028311172,06/21/2017 17:53:25,source review,1,review,0,15,8,4,1,0,0,0,3
06/22/2017 4:36:48,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Assigned Job,594aead5ef88150028311172,06/21/2017 17:53:25,source review,1,review,1,15,9,5,1,0,0,0,3
06/22/2017 4:34:15,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,594b20ee3f82d10028f03c74,06/21/2017 21:44:14,review,1,review,0,14,9,5,1,0,0,0,3
06/22/2017 4:34:05,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594b20ee3f82d10028f03c74,06/21/2017 21:44:14,review,1,review,1,14,10,6,1,0,0,0,3
06/22/2017 4:27:11,2df8ce7d317c7d89dfa95be7695d2de0,0,0,Accepted Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,sourcing,5,sourcing,0,15,10,6,1,0,0,0,3
06/22/2017 4:27:06,2df8ce7d317c7d89dfa95be7695d2de0,0,0,Assigned Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,sourcing,5,sourcing,1,15,11,6,1,0,0,1,3
06/22/2017 4:26:34,7e22ad15724c44543d1d4bcafd10c812,5,5,Accepted Job,594b20ed3f82d10028f03c6c,06/21/2017 21:44:13,review,1,review,1,15,10,6,1,0,0,0,3
06/22/2017 4:26:31,7e22ad15724c44543d1d4bcafd10c812,5,5,Assigned Job,594b20ed3f82d10028f03c6c,06/21/2017 21:44:13,review,1,review,2,15,11,7,1,0,0,0,3
06/22/2017 4:26:02,d5aa695af013ee5baaeeccfb7ca50c80,4.7,4.7,Accepted Job,594a8f5664251c002831f4c5,06/21/2017 11:23:02,editing,1,editing,1,14,11,7,1,0,0,0,3
06/22/2017 4:26:01,d5aa695af013ee5baaeeccfb7ca50c80,4.7,4.7,Accepted Job,594a8f5664251c002831f4c5,06/21/2017 11:23:02,editing,1,editing,1,14,11,7,1,0,0,0,3
06/22/2017 4:26:00,d5aa695af013ee5baaeeccfb7ca50c80,4.7,4.7,Accepted Job,594a8f5664251c002831f4c5,06/21/2017 11:23:02,editing,1,editing,1,14,11,7,1,0,0,0,3
06/22/2017 4:25:56,d5aa695af013ee5baaeeccfb7ca50c80,4.7,4.7,Assigned Job,594a8f5664251c002831f4c5,06/21/2017 11:23:02,editing,1,editing,2,14,12,7,1,0,1,0,3
06/22/2017 4:17:37,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Accepted Job,594b20ed3f82d10028f03c6c,06/21/2017 21:44:13,review,1,review,0,15,11,6,1,0,1,0,3
06/22/2017 4:17:34,9fcbc63ff4c8bea5cea4efad782c87cf,5,5,Assigned Job,594b20ed3f82d10028f03c6c,06/21/2017 21:44:13,review,1,review,1,15,12,7,1,0,1,0,3
06/22/2017 4:10:06,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594b20ea3f82d10028f03c54,06/21/2017 21:44:10,review,1,"review, vetting",0,15,11,6,1,0,1,0,3
06/22/2017 4:10:03,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594b20ea3f82d10028f03c54,06/21/2017 21:44:10,review,1,"review, vetting",1,15,12,7,1,0,1,0,3
06/22/2017 4:09:30,6c6bd5e891c4015e534773dfb19f29b0,5,5,Accepted Job,594b52f717d10a00289676dd,06/22/2017 1:17:43,sourcing,1,sourcing,0,14,12,7,1,0,1,0,3
06/22/2017 4:09:28,6c6bd5e891c4015e534773dfb19f29b0,5,5,Assigned Job,594b52f717d10a00289676dd,06/22/2017 1:17:43,sourcing,1,sourcing,1,14,13,7,1,0,1,1,3
06/22/2017 4:02:18,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Accepted Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,writing,1,writing,1,14,12,7,1,0,1,0,3
06/22/2017 4:02:13,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Assigned Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,writing,1,writing,2,14,13,7,1,0,1,0,4
06/22/2017 3:58:11,6c6bd5e891c4015e534773dfb19f29b0,5,5,Accepted Job,594b52f717d10a00289676dd,06/22/2017 1:17:43,planning,1,"planning, sourcing",1,13,13,7,1,0,1,0,4
06/22/2017 3:58:08,6c6bd5e891c4015e534773dfb19f29b0,5,5,Assigned Job,594b52f717d10a00289676dd,06/22/2017 1:17:43,planning,1,"planning, sourcing",2,13,14,7,1,1,1,0,4
06/22/2017 3:55:15,6c6bd5e891c4015e534773dfb19f29b0,5,5,Accepted Job,594b52f717d10a00289676dd,06/22/2017 1:17:43,vetting,1,"vetting, planning, sourcing",1,13,13,7,1,0,1,0,4
06/22/2017 3:55:13,6c6bd5e891c4015e534773dfb19f29b0,5,5,Assigned Job,594b52f717d10a00289676dd,06/22/2017 1:17:43,vetting,1,"vetting, planning, sourcing",2,13,14,7,2,0,1,0,4
06/22/2017 3:50:39,632a6492e9ff20cc4a442245836424e5,4.17,4.17,Accepted Job,594ae6fb4f06e20035d92345,06/21/2017 17:36:59,writing,2,writing,1,13,13,6,2,0,1,0,4
06/22/2017 3:50:33,632a6492e9ff20cc4a442245836424e5,4.17,4.17,Assigned Job,594ae6fb4f06e20035d92345,06/21/2017 17:36:59,writing,1,writing,2,13,14,6,2,0,1,0,5
06/22/2017 3:50:33,632a6492e9ff20cc4a442245836424e5,4.17,4.17,Declined Job,594ae6fb4f06e20035d92345,06/21/2017 17:36:59,writing,1,writing,2,13,14,6,2,0,1,0,5
06/22/2017 3:49:58,632a6492e9ff20cc4a442245836424e5,4.17,4.17,Assigned Job,594ae6fb4f06e20035d92345,06/21/2017 17:36:59,writing,1,writing,2,13,14,6,2,0,1,0,5
06/22/2017 3:42:26,32553d485988e2ddcf0f701c60754f2d,4.87,4.87,Accepted Job,594ada897a05b40035f08be4,06/21/2017 16:43:53,editing,1,editing,1,12,14,6,2,0,1,0,5
06/22/2017 3:42:22,32553d485988e2ddcf0f701c60754f2d,4.87,4.87,Assigned Job,594ada897a05b40035f08be4,06/21/2017 16:43:53,editing,1,editing,2,12,15,6,2,0,2,0,5
06/22/2017 3:37:11,d6eaa4eeb52b4d62ec78299454763870,5,5,Accepted Job,594ab554c864e200288e76ef,06/21/2017 14:05:08,writing,1,"sourcing, writing",1,11,15,6,2,0,2,0,5
06/22/2017 3:37:07,d6eaa4eeb52b4d62ec78299454763870,5,5,Assigned Job,594ab554c864e200288e76ef,06/21/2017 14:05:08,writing,1,"sourcing, writing",2,11,16,6,2,0,2,0,6
06/22/2017 3:01:40,a09c8906073b4c0b75e3100b857b982a,5,5,Accepted Job,594a8f5664251c002831f4c5,06/21/2017 11:23:02,review,1,"review, planning, editing, sourcing, writing",1,13,12,5,1,0,1,0,5
06/22/2017 3:01:35,a09c8906073b4c0b75e3100b857b982a,5,5,Assigned Job,594a8f5664251c002831f4c5,06/21/2017 11:23:02,review,1,"review, planning, editing, sourcing, writing",2,13,13,6,1,0,1,0,5
06/22/2017 2:57:36,e8a2b0b2e2234a89dc52dd8a3e0f79e6,4.8,4.8,Accepted Job,594b20ec3f82d10028f03c64,06/21/2017 21:44:12,editing,1,editing,1,13,12,6,1,0,0,0,5
06/22/2017 2:57:30,e8a2b0b2e2234a89dc52dd8a3e0f79e6,4.8,4.8,Assigned Job,594b20ec3f82d10028f03c64,06/21/2017 21:44:12,editing,1,editing,2,13,13,6,1,0,1,0,5
06/22/2017 2:57:03,8258591d197a3936de0f7ee021ab9e0e,0,0,Accepted Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,sourcing,26,sourcing,1,12,12,5,1,0,1,0,5
06/22/2017 2:56:55,8258591d197a3936de0f7ee021ab9e0e,0,0,Assigned Job,594b31f09d87570035cccafd,06/21/2017 22:56:48,sourcing,26,sourcing,2,12,14,5,1,1,1,1,5
06/22/2017 2:52:17,32553d485988e2ddcf0f701c60754f2d,4.88,4.88,Accepted Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,source review,1,review,1,13,12,5,1,1,1,0,4
06/22/2017 2:52:15,32553d485988e2ddcf0f701c60754f2d,4.88,4.88,Assigned Job,594af29d3f82d10028f03bb2,06/21/2017 18:26:37,source review,1,review,2,13,13,6,1,1,1,0,4
06/22/2017 2:49:58,a09c8906073b4c0b75e3100b857b982a,5,5,Accepted Job,594ada897a05b40035f08be4,06/21/2017 16:43:53,review,1,"review, planning, editing, sourcing, writing",1,12,13,6,1,1,1,0,4
06/22/2017 2:49:55,a09c8906073b4c0b75e3100b857b982a,5,5,Assigned Job,594ada897a05b40035f08be4,06/21/2017 16:43:53,review,1,"review, planning, editing, sourcing, writing",2,12,14,7,1,1,1,0,4
06/22/2017 2:47:37,a09c8906073b4c0b75e3100b857b982a,5,5,Accepted Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,source review,1,"review, planning, editing, sourcing, writing",1,13,12,6,1,1,1,0,3
06/22/2017 2:47:35,a09c8906073b4c0b75e3100b857b982a,5,5,Assigned Job,594b20eb3f82d10028f03c5c,06/21/2017 21:44:11,source review,1,"review, planning, editing, sourcing, writing",2,13,13,7,1,1,1,0,3
06/22/2017 2:44:14,e8a2b0b2e2234a89dc52dd8a3e0f79e6,4.8,4.8,Accepted Job,594ab554c864e200288e76ef,06/21/2017 14:05:08,writing,1,writing,1,13,13,7,1,1,1,0,3
06/22/2017 2:44:04,e8a2b0b2e2234a89dc52dd8a3e0f79e6,4.8,4.8,Assigned Job,594ab554c864e200288e76ef,06/21/2017 14:05:08,writing,1,writing,2,13,14,7,1,1,1,0,4
06/22/2017 2:35:56,a09c8906073b4c0b75e3100b857b982a,5,5,Accepted Job,594aec513f82d10028f03b9a,06/21/2017 17:59:45,review,1,"review, planning, editing, sourcing, writing",1,12,13,6,1,1,1,0,4
06/22/2017 2:35:54,a09c8906073b4c0b75e3100b857b982a,5,5,Assigned Job,594aec513f82d10028f03b9a,06/21/2017 17:59:45,review,1,"review, planning, editing, sourcing, writing",2,13,14,7,1,1,1,0,4
06/22/2017 2:27:28,c033808b89b50e6f550caf266470f090,4.9,4.9,Accepted Job,594ab554c864e200288e76ef,06/21/2017 14:05:08,writing,1,writing,1,14,12,7,1,1,0,0,3
06/22/2017 2:27:27,c033808b89b50e6f550caf266470f090,4.9,4.9,Assigned Job,594ab554c864e200288e76ef,06/21/2017 14:05:08,writing,1,writing,2,14,13,7,1,1,0,0,4
06/22/2017 2:11:30,d5aa695af013ee5baaeeccfb7ca50c80,4.7,4.7,Accepted Job,594b06c06cdeef002881af83,06/21/2017 19:52:32,editing,1,"editing, sourcing, writing",0,14,12,6,1,1,0,0,4
06/22/2017 2:11:29,d5aa695af013ee5baaeeccfb7ca50c80,4.7,4.7,Accepted Job,594b06c06cdeef002881af83,06/21/2017 19:52:32,editing,1,"editing, sourcing, writing",0,14,12,6,1,1,0,0,4
06/22/2017 2:11:24,d5aa695af013ee5baaeeccfb7ca50c80,4.7,4.7,Assigned Job,594b06c06cdeef002881af83,06/21/2017 19:52:32,editing,1,"editing, sourcing, writing",2,14,13,6,1,1,1,0,4
06/22/2017 2:10:14,dddcdea13df8232803957a5d9c847aae,4.31,4.31,Assigned Job,594ab554c864e200288e76ef,06/21/2017 14:05:08,writing,1,"sourcing, writing",2,14,13,6,1,1,1,0,4
06/22/2017 2:05:27,c9401f82fdedf3cd080a03bafe3447c7,0,0,Accepted Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,writing,1,writing,0,15,12,5,1,1,1,0,4
06/22/2017 2:05:22,c9401f82fdedf3cd080a03bafe3447c7,0,0,Assigned Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,writing,1,writing,1,15,13,5,1,1,1,0,5
06/22/2017 2:04:20,77b8ab28b9e95edb3a69ca7a6d352ec8,0,0,Accepted Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,sourcing,1,sourcing,1,14,13,5,1,1,1,0,5
06/22/2017 2:04:15,77b8ab28b9e95edb3a69ca7a6d352ec8,0,0,Assigned Job,594b20ef3f82d10028f03c7c,06/21/2017 21:44:15,sourcing,1,sourcing,1,14,14,5,1,1,1,1,5
06/22/2017 2:03:43,5233d783ae5bf0483cf49549cbc594f8,0,0,Accepted Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,1,sourcing,0,13,14,5,1,1,1,1,5
06/22/2017 2:03:40,5233d783ae5bf0483cf49549cbc594f8,0,0,Assigned Job,594a9ce6c864e200288e766b,06/21/2017 12:20:54,sourcing,1,sourcing,1,13,15,5,1,1,1,2,5
